,para,std,lb,ub,0inbound
rx_nonbh_pmpm_cost_t_9-6-3m_b4_No Activity,0.020593774,0.022491384,-0.024388995,0.06557654,1
rx_nonbh_pmpm_cost_t_9-6-3m_b4_No_Change,0.021316549,0.0074338783,0.0064487923,0.036184303,0
rx_nonbh_pmpm_cost_t_9-6-3m_b4_Resolved,0.0049609323,0.024506537,-0.044052143,0.053974006,1
rx_gpi2_17_pmpm_cost_t_12-9-6m_b4_Dec_2x-4x,-0.30686113,0.06246021,-0.43178156,-0.1819407,0
rx_gpi2_17_pmpm_cost_t_12-9-6m_b4_Inc_1x-2x,-0.11945291,0.033148434,-0.18574977,-0.05315604,0
rx_gpi2_17_pmpm_cost_t_12-9-6m_b4_Inc_2x-4x,-0.28920457,0.047346704,-0.38389796,-0.19451116,0
rx_gpi2_17_pmpm_cost_t_12-9-6m_b4_Inc_4x-8x,-0.20327371,0.0690676,-0.3414089,-0.06513852,0
rx_gpi2_17_pmpm_cost_t_12-9-6m_b4_New,-0.16028717,0.027958049,-0.21620327,-0.10437107,0
rx_gpi2_17_pmpm_cost_t_12-9-6m_b4_No Activity,0.1187756,0.025958609,0.06685838,0.17069282,0
rx_gpi2_17_pmpm_cost_t_12-9-6m_b4_No_Change,-0.17248544,0.0398126,-0.25211063,-0.092860244,0
rx_gpi2_17_pmpm_cost_t_12-9-6m_b4_Resolved,-0.18118791,0.02628063,-0.23374918,-0.12862664,0
rx_generic_pmpm_cost_t_6-3-0m_b4_Dec_2x-4x,0.017753944,0.007920704,0.0019125361,0.033595353,0
rx_generic_pmpm_cost_t_6-3-0m_b4_Dec_4x-8x,0.034497928,0.012625453,0.009247022,0.059748836,0
rx_generic_pmpm_cost_t_6-3-0m_b4_Dec_over_8x,0.043365717,0.015295406,0.012774905,0.07395653,0
rx_generic_pmpm_cost_t_6-3-0m_b4_Inc_1x-2x,-0.00974899,0.005811753,-0.021372497,0.0018745167,1
rx_generic_pmpm_cost_t_6-3-0m_b4_Inc_2x-4x,-0.010924341,0.008548231,-0.028020803,0.0061721206,1
rx_generic_pmpm_cost_t_6-3-0m_b4_Inc_4x-8x,0.021349965,0.012616607,-0.00388325,0.04658318,1
rx_generic_pmpm_cost_t_6-3-0m_b4_Inc_over_8x,-0.012244727,0.016445998,-0.045136724,0.020647269,1
rx_generic_pmpm_cost_t_6-3-0m_b4_New,0.019350844,0.018604852,-0.017858861,0.056560546,1
rx_generic_pmpm_cost_t_6-3-0m_b4_No Activity,0.060590666,0.019689716,0.021211233,0.0999701,0
rx_generic_pmpm_cost_t_6-3-0m_b4_No_Change,-0.0020621587,0.009553583,-0.021169325,0.017045008,1
rx_generic_pmpm_cost_t_6-3-0m_b4_Resolved,0.044871464,0.02073171,0.0034080446,0.086334884,0
rx_overall_mbr_resp_pmpm_cost_t_6-3-0m_b4_Dec_2x-4x,0.036245286,0.006671034,0.022903219,0.049587354,0
rx_overall_mbr_resp_pmpm_cost_t_6-3-0m_b4_Dec_4x-8x,0.015934361,0.011032953,-0.0061315447,0.038000267,1
rx_overall_mbr_resp_pmpm_cost_t_6-3-0m_b4_Dec_over_8x,0.005765649,0.01286961,-0.019973572,0.03150487,1
rx_overall_mbr_resp_pmpm_cost_t_6-3-0m_b4_Inc_1x-2x,0.046916317,0.005266692,0.036382932,0.057449702,0
rx_overall_mbr_resp_pmpm_cost_t_6-3-0m_b4_Inc_2x-4x,0.049481492,0.007910894,0.033659704,0.06530328,0
rx_overall_mbr_resp_pmpm_cost_t_6-3-0m_b4_Inc_4x-8x,0.0457193,0.011634599,0.0224501,0.0689885,0
rx_overall_mbr_resp_pmpm_cost_t_6-3-0m_b4_Inc_over_8x,0.03914024,0.014193865,0.01075251,0.067527965,0
rx_overall_mbr_resp_pmpm_cost_t_6-3-0m_b4_New,-0.0011583332,0.009479112,-0.020116556,0.017799892,1
rx_overall_mbr_resp_pmpm_cost_t_6-3-0m_b4_No Activity,-0.12076161,0.0075924248,-0.13594645,-0.10557676,0
rx_overall_mbr_resp_pmpm_cost_t_6-3-0m_b4_No_Change,0.038976196,0.0077211573,0.02353388,0.05441851,0
rx_overall_mbr_resp_pmpm_cost_t_6-3-0m_b4_Resolved,-0.07486903,0.008456135,-0.0917813,-0.05795676,0
rx_overall_dist_gpi6_pmpm_ct_t_6-3-0m_b4_Dec_2x-4x,0.026955051,0.008985085,0.0089848805,0.04492522,0
rx_overall_dist_gpi6_pmpm_ct_t_6-3-0m_b4_Dec_4x-8x,0.059385654,0.019558636,0.02026838,0.09850293,0
rx_overall_dist_gpi6_pmpm_ct_t_6-3-0m_b4_Dec_over_8x,0.007906239,0.08293713,-0.15796801,0.1737805,1
rx_overall_dist_gpi6_pmpm_ct_t_6-3-0m_b4_Inc_1x-2x,-0.004089387,0.0057351594,-0.015559706,0.0073809316,1
rx_overall_dist_gpi6_pmpm_ct_t_6-3-0m_b4_Inc_2x-4x,0.051993456,0.011906293,0.02818087,0.075806044,0
rx_overall_dist_gpi6_pmpm_ct_t_6-3-0m_b4_Inc_4x-8x,0.04185146,0.027616862,-0.0133822635,0.097085185,1
rx_overall_dist_gpi6_pmpm_ct_t_6-3-0m_b4_Inc_over_8x,0.2456035,0.080419645,0.08476421,0.4064428,0
rx_overall_dist_gpi6_pmpm_ct_t_6-3-0m_b4_New,-0.044898823,0.04629664,-0.1374921,0.04769446,1
rx_overall_dist_gpi6_pmpm_ct_t_6-3-0m_b4_No Activity,0.057738245,0.08254255,-0.10734686,0.22282335,1
rx_overall_dist_gpi6_pmpm_ct_t_6-3-0m_b4_No_Change,-0.011118995,0.005090386,-0.021299768,-0.00093822274,0
rx_overall_dist_gpi6_pmpm_ct_t_6-3-0m_b4_Resolved,0.07920294,0.117646724,-0.1560905,0.3144964,1
rx_phar_cat_humana_pmpm_ct_t_9-6-3m_b4_Dec_2x-4x,0.027170667,0.010900138,0.0053703915,0.048970945,0
rx_phar_cat_humana_pmpm_ct_t_9-6-3m_b4_Dec_4x-8x,0.038782142,0.01945692,-0.00013169646,0.07769598,1
rx_phar_cat_humana_pmpm_ct_t_9-6-3m_b4_Dec_over_8x,-0.103104524,0.051717225,-0.20653898,0.0003299266,1
rx_phar_cat_humana_pmpm_ct_t_9-6-3m_b4_Inc_1x-2x,0.000866413,0.008071442,-0.015276471,0.017009297,1
rx_phar_cat_humana_pmpm_ct_t_9-6-3m_b4_Inc_2x-4x,0.046261247,0.0128286155,0.020604016,0.07191848,0
rx_phar_cat_humana_pmpm_ct_t_9-6-3m_b4_Inc_4x-8x,0.0060120584,0.022693586,-0.03937511,0.05139923,1
rx_phar_cat_humana_pmpm_ct_t_9-6-3m_b4_Inc_over_8x,0.06342335,0.037385684,-0.011348017,0.13819471,1
rx_phar_cat_humana_pmpm_ct_t_9-6-3m_b4_New,0.015638508,0.009713876,-0.0037892442,0.035066262,1
rx_phar_cat_humana_pmpm_ct_t_9-6-3m_b4_No Activity,0.010862326,0.0068331696,-0.002804013,0.024528665,1
rx_phar_cat_humana_pmpm_ct_t_9-6-3m_b4_No_Change,-0.00046389934,0.0089082485,-0.018280396,0.017352598,1
rx_phar_cat_humana_pmpm_ct_t_9-6-3m_b4_Resolved,0.031829733,0.011991501,0.007846732,0.055812735,0
rx_overall_gpi_pmpm_ct_t_6-3-0m_b4_Dec_2x-4x,-0.020215971,0.008596418,-0.037408806,-0.0030231345,0
rx_overall_gpi_pmpm_ct_t_6-3-0m_b4_Dec_4x-8x,-0.0052248044,0.0186618,-0.042548407,0.032098796,1
rx_overall_gpi_pmpm_ct_t_6-3-0m_b4_Dec_over_8x,-0.10452722,0.051621385,-0.20776999,-0.0012844503,0
rx_overall_gpi_pmpm_ct_t_6-3-0m_b4_Inc_1x-2x,-0.010641365,0.0064938534,-0.023629073,0.0023463415,1
rx_overall_gpi_pmpm_ct_t_6-3-0m_b4_Inc_2x-4x,-0.017491443,0.012081819,-0.04165508,0.006672194,1
rx_overall_gpi_pmpm_ct_t_6-3-0m_b4_Inc_4x-8x,-0.07544866,0.022920592,-0.12128985,-0.029607479,0
rx_overall_gpi_pmpm_ct_t_6-3-0m_b4_Inc_over_8x,0.052408237,0.046440482,-0.040472727,0.1452892,1
rx_overall_gpi_pmpm_ct_t_6-3-0m_b4_New,0.021681385,0.04972884,-0.0777763,0.121139064,1
rx_overall_gpi_pmpm_ct_t_6-3-0m_b4_No Activity,0.018045172,0.08566231,-0.15327945,0.1893698,1
rx_overall_gpi_pmpm_ct_t_6-3-0m_b4_No_Change,-0.0070792753,0.006139546,-0.019358367,0.005199817,1
rx_overall_gpi_pmpm_ct_t_6-3-0m_b4_Resolved,0.01876773,0.11941145,-0.22005518,0.25759065,1
mcc_chf_pmpm_ct_t_9-6-3m_b4_Dec_2x-4x,0.08042323,0.03230435,0.015814528,0.14503193,0
mcc_chf_pmpm_ct_t_9-6-3m_b4_Dec_4x-8x,0.22214584,0.039198928,0.14374799,0.3005437,0
mcc_chf_pmpm_ct_t_9-6-3m_b4_Dec_over_8x,0.077837534,0.05506339,-0.032289244,0.18796432,1
mcc_chf_pmpm_ct_t_9-6-3m_b4_Inc_1x-2x,0.16314216,0.032125168,0.098891824,0.2273925,0
mcc_chf_pmpm_ct_t_9-6-3m_b4_Inc_2x-4x,0.20834899,0.043744437,0.120860115,0.29583788,0
mcc_chf_pmpm_ct_t_9-6-3m_b4_Inc_4x-8x,0.16046783,0.04924842,0.061970994,0.25896466,0
mcc_chf_pmpm_ct_t_9-6-3m_b4_Inc_over_8x,0.24564888,0.05852248,0.1286039,0.36269385,0
mcc_chf_pmpm_ct_t_9-6-3m_b4_New,0.114283144,0.028428122,0.0574269,0.17113939,0
mcc_chf_pmpm_ct_t_9-6-3m_b4_No Activity,-0.015335329,0.024910768,-0.06515686,0.034486208,1
mcc_chf_pmpm_ct_t_9-6-3m_b4_No_Change,0.03859783,0.032337587,-0.026077345,0.103273004,1
mcc_chf_pmpm_ct_t_9-6-3m_b4_Resolved,0.04844261,0.027221445,-0.0060002804,0.1028855,1
rx_maint_pmpm_cost_t_6-3-0m_b4_Dec_2x-4x,0.03566978,0.007898707,0.019872367,0.051467195,0
rx_maint_pmpm_cost_t_6-3-0m_b4_Dec_4x-8x,0.06497888,0.012221808,0.040535267,0.089422494,0
rx_maint_pmpm_cost_t_6-3-0m_b4_Dec_over_8x,0.023273926,0.01374814,-0.004222354,0.05077021,1
rx_maint_pmpm_cost_t_6-3-0m_b4_Inc_1x-2x,-0.006211496,0.005699222,-0.017609939,0.005186948,1
rx_maint_pmpm_cost_t_6-3-0m_b4_Inc_2x-4x,0.007957226,0.008868628,-0.009780031,0.025694482,1
rx_maint_pmpm_cost_t_6-3-0m_b4_Inc_4x-8x,0.06868292,0.013835025,0.04101287,0.096352965,0
rx_maint_pmpm_cost_t_6-3-0m_b4_Inc_over_8x,0.052721642,0.013629083,0.025463477,0.07997981,0
rx_maint_pmpm_cost_t_6-3-0m_b4_New,0.008491456,0.035317656,-0.062143855,0.07912677,1
rx_maint_pmpm_cost_t_6-3-0m_b4_No Activity,0.056524217,0.026564801,0.003394615,0.109653816,0
rx_maint_pmpm_cost_t_6-3-0m_b4_No_Change,0.007812625,0.007024118,-0.0062356116,0.02186086,1
rx_maint_pmpm_cost_t_6-3-0m_b4_Resolved,-0.019324483,0.051213887,-0.121752255,0.08310329,1
cons_mobplus_P,-0.035809197,0.008817005,-0.05344321,-0.018175187,0
cons_mobplus_S,-0.02456386,0.0038295414,-0.03222294,-0.016904777,0
cons_mobplus_U,0.020008123,0.006133282,0.0077415584,0.032274686,0
rx_maint_net_paid_pmpm_cost_t_12-9-6m_b4_Dec_2x-4x,0.03065144,0.008298504,0.0140544325,0.04724845,0
rx_maint_net_paid_pmpm_cost_t_12-9-6m_b4_Dec_4x-8x,0.028359322,0.01229018,0.0037789624,0.052939683,0
rx_maint_net_paid_pmpm_cost_t_12-9-6m_b4_Dec_over_8x,0.039064154,0.013189072,0.01268601,0.065442294,0
rx_maint_net_paid_pmpm_cost_t_12-9-6m_b4_Inc_1x-2x,-0.01992259,0.006488131,-0.03289885,-0.006946328,0
rx_maint_net_paid_pmpm_cost_t_12-9-6m_b4_Inc_2x-4x,-0.029577956,0.009605034,-0.048788026,-0.010367887,0
rx_maint_net_paid_pmpm_cost_t_12-9-6m_b4_Inc_4x-8x,0.049923714,0.013341748,0.023240218,0.07660721,0
rx_maint_net_paid_pmpm_cost_t_12-9-6m_b4_Inc_over_8x,0.026483795,0.014262422,-0.0020410493,0.05500864,1
rx_maint_net_paid_pmpm_cost_t_12-9-6m_b4_New,0.07545253,0.009539113,0.056374304,0.094530754,0
rx_maint_net_paid_pmpm_cost_t_12-9-6m_b4_No Activity,0.029650217,0.09244949,-0.15524878,0.2145492,1
rx_maint_net_paid_pmpm_cost_t_12-9-6m_b4_No_Change,-0.033255037,0.008785266,-0.05082557,-0.015684504,0
rx_maint_net_paid_pmpm_cost_t_12-9-6m_b4_Resolved,0.030098984,0.09227786,-0.15445673,0.21465471,1
rej_med_outpatient_visit_ct_pmpm_t_6-3-0m_b4_Dec_2x-4x,0.08454641,0.04344339,-0.002340369,0.17143318,1
rej_med_outpatient_visit_ct_pmpm_t_6-3-0m_b4_Dec_4x-8x,-0.2828248,0.10673491,-0.49629462,-0.069354996,0
rej_med_outpatient_visit_ct_pmpm_t_6-3-0m_b4_Inc_1x-2x,0.11119689,0.036665898,0.037865095,0.18452868,0
rej_med_outpatient_visit_ct_pmpm_t_6-3-0m_b4_Inc_2x-4x,0.1776755,0.052138608,0.073398285,0.2819527,0
rej_med_outpatient_visit_ct_pmpm_t_6-3-0m_b4_Inc_4x-8x,0.081240065,0.08563678,-0.090033494,0.25251362,1
rej_med_outpatient_visit_ct_pmpm_t_6-3-0m_b4_New,0.04210321,0.026686234,-0.01126926,0.09547567,1
rej_med_outpatient_visit_ct_pmpm_t_6-3-0m_b4_No Activity,-0.012574571,0.02621192,-0.06499841,0.039849266,1
rej_med_outpatient_visit_ct_pmpm_t_6-3-0m_b4_No_Change,0.031902075,0.029289417,-0.02667676,0.09048091,1
rej_med_outpatient_visit_ct_pmpm_t_6-3-0m_b4_Resolved,0.027023027,0.026726948,-0.02643087,0.080476925,1
med_physician_office_allowed_pmpm_cost_t_9-6-3m_b4_Dec_2x-4x,-0.033980716,0.01051248,-0.055005677,-0.012955757,0
med_physician_office_allowed_pmpm_cost_t_9-6-3m_b4_Dec_4x-8x,-0.034096595,0.014834407,-0.06376541,-0.0044277813,0
med_physician_office_allowed_pmpm_cost_t_9-6-3m_b4_Dec_over_8x,-0.049040597,0.032520343,-0.11408128,0.016000088,1
med_physician_office_allowed_pmpm_cost_t_9-6-3m_b4_Inc_1x-2x,-0.026598383,0.010234002,-0.047066387,-0.0061303787,0
med_physician_office_allowed_pmpm_cost_t_9-6-3m_b4_Inc_2x-4x,0.015175071,0.014597602,-0.014020134,0.044370275,1
med_physician_office_allowed_pmpm_cost_t_9-6-3m_b4_Inc_4x-8x,0.042766616,0.022735579,-0.0027045421,0.08823778,1
med_physician_office_allowed_pmpm_cost_t_9-6-3m_b4_Inc_over_8x,0.1769839,0.050077938,0.07682802,0.27713978,0
med_physician_office_allowed_pmpm_cost_t_9-6-3m_b4_New,0.029938564,0.015650047,-0.0013615303,0.061238658,1
med_physician_office_allowed_pmpm_cost_t_9-6-3m_b4_No Activity,0.023281464,0.015679996,-0.008078529,0.054641455,1
med_physician_office_allowed_pmpm_cost_t_9-6-3m_b4_No_Change,-0.0034569108,0.012842313,-0.029141538,0.022227716,1
med_physician_office_allowed_pmpm_cost_t_9-6-3m_b4_Resolved,-0.002083106,0.014104239,-0.030291583,0.026125371,1
total_physician_office_net_paid_pmpm_cost_t_9-6-3m_b4_Dec_2x-4x,-0.026617073,0.010534384,-0.04768584,-0.005548304,0
total_physician_office_net_paid_pmpm_cost_t_9-6-3m_b4_Dec_4x-8x,0.0050576874,0.016113032,-0.027168376,0.037283752,1
total_physician_office_net_paid_pmpm_cost_t_9-6-3m_b4_Dec_over_8x,0.03644974,0.024892895,-0.0133360475,0.08623553,1
total_physician_office_net_paid_pmpm_cost_t_9-6-3m_b4_Inc_1x-2x,0.0026951465,0.010027611,-0.017360074,0.022750368,1
total_physician_office_net_paid_pmpm_cost_t_9-6-3m_b4_Inc_2x-4x,-0.013097977,0.013176301,-0.03945058,0.013254624,1
total_physician_office_net_paid_pmpm_cost_t_9-6-3m_b4_Inc_4x-8x,0.004091525,0.019572914,-0.035054304,0.04323735,1
total_physician_office_net_paid_pmpm_cost_t_9-6-3m_b4_Inc_over_8x,-0.057632744,0.02766035,-0.11295344,-0.0023120455,0
total_physician_office_net_paid_pmpm_cost_t_9-6-3m_b4_New,-0.030383306,0.014377463,-0.05913823,-0.0016283803,0
total_physician_office_net_paid_pmpm_cost_t_9-6-3m_b4_No Activity,0.003295542,0.015386358,-0.027477173,0.034068257,1
total_physician_office_net_paid_pmpm_cost_t_9-6-3m_b4_No_Change,0.03071492,0.018323181,-0.0059314426,0.06736128,1
total_physician_office_net_paid_pmpm_cost_t_9-6-3m_b4_Resolved,0.0072165434,0.014676246,-0.022135949,0.036569037,1
rx_branded_pmpm_ct_t_6-3-0m_b4_Dec_2x-4x,0.015746897,0.010273438,-0.004799979,0.036293775,1
rx_branded_pmpm_ct_t_6-3-0m_b4_Dec_4x-8x,0.00880602,0.019179964,-0.029553909,0.04716595,1
rx_branded_pmpm_ct_t_6-3-0m_b4_Dec_over_8x,0.04057345,0.049430348,-0.058287244,0.13943414,1
rx_branded_pmpm_ct_t_6-3-0m_b4_Inc_1x-2x,-0.041632462,0.008850887,-0.059334237,-0.023930687,0
rx_branded_pmpm_ct_t_6-3-0m_b4_Inc_2x-4x,-0.020488342,0.0127656795,-0.046019703,0.0050430167,1
rx_branded_pmpm_ct_t_6-3-0m_b4_Inc_4x-8x,-0.076917626,0.023575585,-0.1240688,-0.029766455,0
rx_branded_pmpm_ct_t_6-3-0m_b4_Inc_over_8x,-0.066086516,0.045434248,-0.156955,0.02478198,1
rx_branded_pmpm_ct_t_6-3-0m_b4_New,-0.03239074,0.009579758,-0.051550254,-0.013231223,0
rx_branded_pmpm_ct_t_6-3-0m_b4_No Activity,-0.0127810715,0.008383361,-0.029547792,0.00398565,1
rx_branded_pmpm_ct_t_6-3-0m_b4_No_Change,0.032050643,0.008518501,0.015013641,0.049087644,0
rx_branded_pmpm_ct_t_6-3-0m_b4_Resolved,0.012037859,0.010241796,-0.008445733,0.032521453,1
med_outpatient_deduct_pmpm_cost_t_9-6-3m_b4_Dec_2x-4x,-0.18501177,0.16030261,-0.505617,0.13559344,1
med_outpatient_deduct_pmpm_cost_t_9-6-3m_b4_Dec_4x-8x,0.25295994,0.17319573,-0.09343153,0.5993514,1
med_outpatient_deduct_pmpm_cost_t_9-6-3m_b4_Dec_over_8x,-0.1230733,0.1645703,-0.4522139,0.2060673,1
med_outpatient_deduct_pmpm_cost_t_9-6-3m_b4_Inc_1x-2x,0.083129965,0.1243695,-0.16560903,0.33186898,1
med_outpatient_deduct_pmpm_cost_t_9-6-3m_b4_Inc_2x-4x,-0.17870826,0.15840687,-0.495522,0.13810548,1
med_outpatient_deduct_pmpm_cost_t_9-6-3m_b4_New,-0.102272,0.080187425,-0.26264685,0.058102854,1
med_outpatient_deduct_pmpm_cost_t_9-6-3m_b4_No Activity,0.004546362,0.07498031,-0.14541426,0.15450698,1
med_outpatient_deduct_pmpm_cost_t_9-6-3m_b4_No_Change,0.03595645,0.123580284,-0.21120411,0.28311703,1
med_outpatient_deduct_pmpm_cost_t_9-6-3m_b4_Resolved,-0.10387607,0.07659405,-0.25706416,0.049312025,1
total_allowed_pmpm_cost_t_9-6-3m_b4_Dec_2x-4x,-0.011119245,0.00805836,-0.027235964,0.004997475,1
total_allowed_pmpm_cost_t_9-6-3m_b4_Dec_4x-8x,-0.03495463,0.0094592,-0.053873032,-0.01603623,0
total_allowed_pmpm_cost_t_9-6-3m_b4_Dec_over_8x,-0.043990932,0.008848666,-0.061688267,-0.0262936,0
total_allowed_pmpm_cost_t_9-6-3m_b4_Inc_1x-2x,0.014773759,0.008563637,-0.0023535145,0.03190103,1
total_allowed_pmpm_cost_t_9-6-3m_b4_Inc_2x-4x,0.049639706,0.009655944,0.030327817,0.06895159,0
total_allowed_pmpm_cost_t_9-6-3m_b4_Inc_4x-8x,0.058850124,0.012306201,0.03423772,0.08346253,0
total_allowed_pmpm_cost_t_9-6-3m_b4_Inc_over_8x,0.046735134,0.013060432,0.02061427,0.072855994,0
total_allowed_pmpm_cost_t_9-6-3m_b4_New,0.030642422,0.010430946,0.00978053,0.051504314,0
total_allowed_pmpm_cost_t_9-6-3m_b4_No Activity,-0.014769525,0.012483696,-0.03973692,0.010197868,1
total_allowed_pmpm_cost_t_9-6-3m_b4_No_Change,-0.012338308,0.026339803,-0.065017916,0.0403413,1
total_allowed_pmpm_cost_t_9-6-3m_b4_Resolved,0.017726557,0.01217571,-0.0066248626,0.042077977,1
mabh_seg_C2,0.034426704,0.010970441,0.012485823,0.056367584,0
mabh_seg_C3,0.04226199,0.02595141,-0.009640828,0.09416481,1
mabh_seg_C4,0.03896434,0.009723493,0.019517353,0.058411323,0
mabh_seg_C5,0.10260292,0.009095583,0.084411755,0.12079409,0
mabh_seg_C6,0.14857751,0.024764195,0.09904912,0.1981059,0
mabh_seg_C7,0.07919034,0.032251857,0.014686629,0.14369406,0
mabh_seg_H1,0.025923984,0.008706432,0.00851112,0.043336846,0
mabh_seg_H2,0.00046904912,0.006711403,-0.012953756,0.013891855,1
mabh_seg_H3,0.06974116,0.02159315,0.02655486,0.11292746,0
mabh_seg_H4,0.23088229,0.0100062955,0.2108697,0.25089487,0
mabh_seg_H5,0.13825257,0.019213093,0.09982638,0.17667876,0
mabh_seg_H6,0.15769307,0.0055776318,0.14653781,0.16884834,0
mabh_seg_H7,0.063764796,0.008355418,0.04705396,0.08047563,0
mabh_seg_H8,0.07232201,0.020383015,0.03155598,0.11308804,0
cms_orig_reas_entitle_cd_1.0,0.19397573,0.0041433247,0.18568908,0.20226239,0
cms_orig_reas_entitle_cd_2.0,0.20477445,0.02523481,0.15430483,0.25524408,0
cms_orig_reas_entitle_cd_3.0,0.21563709,0.037596032,0.14044502,0.29082915,0
oontwk_mbr_resp_pmpm_cost_t_6-3-0m_b4_Dec_2x-4x,-0.03783596,0.028761422,-0.095358804,0.019686885,1
oontwk_mbr_resp_pmpm_cost_t_6-3-0m_b4_Dec_4x-8x,-0.007974432,0.037498403,-0.08297124,0.067022376,1
oontwk_mbr_resp_pmpm_cost_t_6-3-0m_b4_Dec_over_8x,-0.07499473,0.036061093,-0.14711691,-0.0028725415,0
oontwk_mbr_resp_pmpm_cost_t_6-3-0m_b4_Inc_1x-2x,-0.082524866,0.025596369,-0.1337176,-0.031332128,0
oontwk_mbr_resp_pmpm_cost_t_6-3-0m_b4_Inc_2x-4x,0.039234158,0.031672243,-0.024110328,0.10257864,1
oontwk_mbr_resp_pmpm_cost_t_6-3-0m_b4_Inc_4x-8x,-0.06606841,0.04299565,-0.1520597,0.01992289,1
oontwk_mbr_resp_pmpm_cost_t_6-3-0m_b4_Inc_over_8x,-0.09323036,0.046678584,-0.18658753,0.00012680888,1
oontwk_mbr_resp_pmpm_cost_t_6-3-0m_b4_New,0.012493823,0.02114356,-0.029793296,0.05478094,1
oontwk_mbr_resp_pmpm_cost_t_6-3-0m_b4_No Activity,-0.021404805,0.019808685,-0.061022177,0.018212566,1
oontwk_mbr_resp_pmpm_cost_t_6-3-0m_b4_No_Change,0.020387998,0.025751254,-0.03111451,0.0718905,1
oontwk_mbr_resp_pmpm_cost_t_6-3-0m_b4_Resolved,-0.06372269,0.020906039,-0.10553477,-0.021910615,0
hum_region_CENTRAL,0.17043583,0.017027397,0.13638103,0.20449063,0
hum_region_CENTRAL WEST,0.08264429,0.015301121,0.05204205,0.11324653,0
hum_region_EAST,0.012435449,0.018131815,-0.02382818,0.04869908,1
hum_region_EAST CENTRAL,0.16607594,0.015986275,0.13410339,0.1980485,0
hum_region_FLORIDA,0.15041703,0.017015608,0.11638582,0.18444824,0
hum_region_GREAT LAKES/CENTRAL NORTH,-0.18138085,0.017773964,-0.21692878,-0.14583293,0
hum_region_GULF STATES,-0.1235986,0.021348817,-0.16629623,-0.08090097,0
hum_region_INTERMOUNTAIN,0.08995857,0.016000034,0.057958502,0.12195864,0
hum_region_MID-ATLANTIC/NORTH CAROLINA,-0.015634174,0.014780294,-0.04519476,0.013926415,1
hum_region_MID-SOUTH,0.32452238,0.018353596,0.28781518,0.36122957,0
hum_region_NORTHEAST,0.068554066,0.018327853,0.03189836,0.10520977,0
hum_region_PACIFIC,-0.06655548,0.045357414,-0.15727031,0.02415935,1
hum_region_PR,-0.028742762,0.028256154,-0.08525507,0.027769545,1
hum_region_SOUTHEAST,-0.23946798,0.018248785,-0.27596554,-0.20297042,0
hum_region_TEXAS,0.0117222695,0.015689166,-0.019656062,0.043100603,1
rx_nonmail_dist_gpi6_pmpm_ct_t_9-6-3m_b4_Dec_2x-4x,-0.010078866,0.0067739794,-0.023626825,0.0034690928,1
rx_nonmail_dist_gpi6_pmpm_ct_t_9-6-3m_b4_Dec_4x-8x,-0.02321202,0.01079258,-0.044797182,-0.0016268585,0
rx_nonmail_dist_gpi6_pmpm_ct_t_9-6-3m_b4_Dec_over_8x,0.11560213,0.03692201,0.041758105,0.18944615,0
rx_nonmail_dist_gpi6_pmpm_ct_t_9-6-3m_b4_Inc_1x-2x,0.0038403578,0.007028029,-0.0102157,0.017896416,1
rx_nonmail_dist_gpi6_pmpm_ct_t_9-6-3m_b4_Inc_2x-4x,-0.004496302,0.0114953285,-0.02748696,0.018494355,1
rx_nonmail_dist_gpi6_pmpm_ct_t_9-6-3m_b4_Inc_4x-8x,-0.06912941,0.023087455,-0.11530432,-0.022954497,0
rx_nonmail_dist_gpi6_pmpm_ct_t_9-6-3m_b4_Inc_over_8x,0.03857684,0.07597984,-0.11338283,0.19053651,1
rx_nonmail_dist_gpi6_pmpm_ct_t_9-6-3m_b4_New,-0.019549167,0.008932122,-0.03741341,-0.0016849227,0
rx_nonmail_dist_gpi6_pmpm_ct_t_9-6-3m_b4_No Activity,-0.038814783,0.007814984,-0.054444753,-0.023184815,0
rx_nonmail_dist_gpi6_pmpm_ct_t_9-6-3m_b4_No_Change,-0.007629595,0.0066457647,-0.020921124,0.005661934,1
rx_nonmail_dist_gpi6_pmpm_ct_t_9-6-3m_b4_Resolved,-0.035880085,0.0072861095,-0.050452303,-0.021307867,0
med_outpatient_mbr_resp_pmpm_cost_t_9-6-3m_b4_Dec_2x-4x,0.10107519,0.024013892,0.053047404,0.14910297,0
med_outpatient_mbr_resp_pmpm_cost_t_9-6-3m_b4_Dec_4x-8x,0.119266465,0.026461573,0.06634332,0.17218961,0
med_outpatient_mbr_resp_pmpm_cost_t_9-6-3m_b4_Dec_over_8x,0.011846313,0.02600766,-0.040169008,0.06386163,1
med_outpatient_mbr_resp_pmpm_cost_t_9-6-3m_b4_Inc_1x-2x,0.06284437,0.02396976,0.014904853,0.11078389,0
med_outpatient_mbr_resp_pmpm_cost_t_9-6-3m_b4_Inc_2x-4x,0.044027094,0.025371382,-0.00671567,0.09476986,1
med_outpatient_mbr_resp_pmpm_cost_t_9-6-3m_b4_Inc_4x-8x,0.04362834,0.033314787,-0.023001235,0.11025791,1
med_outpatient_mbr_resp_pmpm_cost_t_9-6-3m_b4_Inc_over_8x,0.11920094,0.03618649,0.046827957,0.19157392,0
med_outpatient_mbr_resp_pmpm_cost_t_9-6-3m_b4_New,0.0221312,0.019282145,-0.01643309,0.06069549,1
